poms/51Degrees__device-detection-java__3__pom.xml;51Degrees/device-detection-java;/device-detection.cloud/pom.xml;maven
poms/51Degrees__device-detection-java__4__pom.xml;51Degrees/device-detection-java;/device-detection/pom.xml;maven
poms/51Degrees__device-detection-java__5__pom.xml;51Degrees/device-detection-java;/device-detection.examples/pom.xml;maven
poms/51Degrees__device-detection-java__6__pom.xml;51Degrees/device-detection-java;/web/pipeline.web.examples.servlet/pom.xml;maven
poms/51Degrees__device-detection-java__7__pom.xml;51Degrees/device-detection-java;/web/pipeline.web.examples.mvc/pom.xml;maven
poms/51Degrees__location-java__0__pom.xml;51Degrees/location-java;/pom.xml;maven
poms/51Degrees__location-java__1__pom.xml;51Degrees/location-java;/geo-location.core/pom.xml;maven
poms/51Degrees__location-java__2__pom.xml;51Degrees/location-java;/geo-location.cloud/pom.xml;maven
poms/51Degrees__location-java__3__pom.xml;51Degrees/location-java;/geo-location/pom.xml;maven
poms/51Degrees__location-java__4__pom.xml;51Degrees/location-java;/geo-location.examples/pom.xml;maven
poms/51Degrees__location-java__5__pom.xml;51Degrees/location-java;/web/geo-location.web.examples.mvc/pom.xml;maven
poms/51Degrees__location-java__6__pom.xml;51Degrees/location-java;/web/geo-location.web.examples.servlet/pom.xml;maven
poms/51Degrees__pipeline-java__0__pom.xml;51Degrees/pipeline-java;/pom.xml;maven
poms/51Degrees__pipeline-java__1__pom.xml;51Degrees/pipeline-java;/pipeline.common/pom.xml;maven
poms/51Degrees__pipeline-java__2__pom.xml;51Degrees/pipeline-java;/pipeline.core/pom.xml;maven
poms/51Degrees__pipeline-java__3__pom.xml;51Degrees/pipeline-java;/pipeline.engines/pom.xml;maven
poms/51Degrees__pipeline-java__4__pom.xml;51Degrees/pipeline-java;/pipeline.caching/pom.xml;maven
poms/51Degrees__pipeline-java__5__pom.xml;51Degrees/pipeline-java;/pipeline.cloudrequestengine/pom.xml;maven
poms/51Degrees__pipeline-java__6__pom.xml;51Degrees/pipeline-java;/pipeline.engines.fiftyone/pom.xml;maven
poms/51Degrees__pipeline-java__7__pom.xml;51Degrees/pipeline-java;/web/pipeline.web.shared/pom.xml;maven
poms/51Degrees__pipeline-java__8__pom.xml;51Degrees/pipeline-java;/web/pipeline.web/pom.xml;maven
poms/51Degrees__pipeline-java__9__pom.xml;51Degrees/pipeline-java;/web/pipeline.web.mvc/pom.xml;maven
poms/51Degrees__pipeline-java__10__pom.xml;51Degrees/pipeline-java;/examples/pipeline.developer-examples.flowelement/pom.xml;maven
poms/51Degrees__pipeline-java__11__pom.xml;51Degrees/pipeline-java;/examples/pipeline.developer-examples.onpremise-engine/pom.xml;maven
poms/51Degrees__pipeline-java__12__pom.xml;51Degrees/pipeline-java;/examples/pipeline.developer-examples.cloud-engine/pom.xml;maven
poms/51Degrees__pipeline-java__13__pom.xml;51Degrees/pipeline-java;/examples/pipeline.developer-examples.clientside-element/pom.xml;maven
poms/51Degrees__pipeline-java__14__pom.xml;51Degrees/pipeline-java;/examples/pipeline.developer-examples.clientside-element-mvc/pom.xml;maven
poms/51Degrees__pipeline-java__15__pom.xml;51Degrees/pipeline-java;/pipeline.javascriptbuilder/pom.xml;maven
poms/51Degrees__pipeline-java__16__pom.xml;51Degrees/pipeline-java;/pipeline.jsonbuilder/pom.xml;maven
poms/52North__jackson-datatype-jts__0__pom.xml;52North/jackson-datatype-jts;/pom.xml;maven
poms/52North__javaPS-docker-backend__0__pom.xml;52North/javaPS-docker-backend;/pom.xml;maven
poms/52North__javaps-iohandler__0__pom.xml;52North/javaps-iohandler;/pom.xml;maven
poms/52North__javaps-iohandler-gt__0__pom.xml;52North/javaps-iohandler-gt;/pom.xml;maven
poms/52North__javaps-test-processes__0__pom.xml;52North/javaps-test-processes;/pom.xml;maven
poms/52North__javaps-unit-test-environment__0__pom.xml;52North/javaps-unit-test-environment;/pom.xml;maven
poms/52North__wps-client-lib__0__pom.xml;52North/wps-client-lib;/pom.xml;maven
poms/6tail__lunar-java__0__pom.xml;6tail/lunar-java;/pom.xml;maven
poms/819548945__lich.tool__0__pom.xml;819548945/lich.tool;/pom.xml;maven
poms/819548945__tool.encryptionAndDecryption.core__0__pom.xml;819548945/tool.encryptionAndDecryption.core;/pom.xml;maven
poms/88t6__vwkit-matrix__0__pom.xml;88t6/vwkit-matrix;/pom.xml;maven
poms/88t6__vwkit-matrix__1__pom.xml;88t6/vwkit-matrix;/matrix-module-common/pom.xml;maven
poms/88t6__vwkit-matrix__2__pom.xml;88t6/vwkit-matrix;/matrix-module-dependencies/pom.xml;maven
poms/88t6__vwkit-matrix__3__pom.xml;88t6/vwkit-matrix;/matrix-module-parent/pom.xml;maven
poms/88t6__vwkit-matrix__4__pom.xml;88t6/vwkit-matrix;/matrix-module-based-starter/pom.xml;maven
poms/88t6__vwkit-matrix__5__pom.xml;88t6/vwkit-matrix;/matrix-module-freemarker-starter/pom.xml;maven
poms/88t6__vwkit-matrix__6__pom.xml;88t6/vwkit-matrix;/matrix-module-jdbc-starter/pom.xml;maven
poms/88t6__vwkit-matrix__7__pom.xml;88t6/vwkit-matrix;/matrix-module-mybatis-starter/pom.xml;maven
poms/88t6__vwkit-matrix__8__pom.xml;88t6/vwkit-matrix;/matrix-module-jpa-starter/pom.xml;maven
poms/88t6__vwkit-matrix__9__pom.xml;88t6/vwkit-matrix;/matrix-module-redis-starter/pom.xml;maven
poms/88t6__vwkit-matrix__10__pom.xml;88t6/vwkit-matrix;/matrix-module-pay-starter/pom.xml;maven
poms/88t6__vwkit-matrix__11__pom.xml;88t6/vwkit-matrix;/matrix-module-oplog-starter/pom.xml;maven
poms/994625905__wangjc-vip-cache-starter__0__pom.xml;994625905/wangjc-vip-cache-starter;/pom.xml;maven
poms/994625905__wangjc-vip-lock-starter__0__pom.xml;994625905/wangjc-vip-lock-starter;/pom.xml;maven
poms/a-langer__shiro-ext__0__pom.xml;a-langer/shiro-ext;/pom.xml;maven
poms/a-schild__nextcloud-java-api__0__pom.xml;a-schild/nextcloud-java-api;/pom.xml;maven
poms/a497771654__weixin-popular__0__pom.xml;a497771654/weixin-popular;/pom.xml;maven
poms/a524631266__jmock__0__pom.xml;a524631266/jmock;/pom.xml;maven
poms/a524631266__jmock__1__pom.xml;a524631266/jmock;/example/pom.xml;maven
poms/a524631266__jmock__2__pom.xml;a524631266/jmock;/core/pom.xml;maven
poms/a982338665__lf-open-java-swagger2word__0__pom.xml;a982338665/lf-open-java-swagger2word;/pom.xml;maven
poms/aaitmouloud__springfox-collection-example-plugin__0__pom.xml;aaitmouloud/springfox-collection-example-plugin;/pom.xml;maven
poms/abagabagon__verifico__0__pom.xml;abagabagon/verifico;/pom.xml;maven
poms/abedra__chronometrophobia__0__pom.xml;abedra/chronometrophobia;/pom.xml;maven
poms/abedra__security_traits__0__pom.xml;abedra/security_traits;/pom.xml;maven
poms/AbsaOSS__atum__0__pom.xml;AbsaOSS/atum;/pom.xml;maven
poms/AbsaOSS__atum__1__pom.xml;AbsaOSS/atum;/atum/pom.xml;maven
poms/AbsaOSS__atum__2__pom.xml;AbsaOSS/atum;/model/pom.xml;maven
poms/AbsaOSS__atum__3__pom.xml;AbsaOSS/atum;/examples/pom.xml;maven
poms/AbsaOSS__atum__4__pom.xml;AbsaOSS/atum;/atum-s3-sdk-extension/pom.xml;maven
poms/AbsaOSS__atum__5__pom.xml;AbsaOSS/atum;/examples-s3-sdk-extension/pom.xml;maven
poms/AbsaOSS__commons__0__pom.xml;AbsaOSS/commons;/pom.xml;maven
poms/AbsaOSS__enceladus__0__pom.xml;AbsaOSS/enceladus;/pom.xml;maven
poms/AbsaOSS__enceladus__1__pom.xml;AbsaOSS/enceladus;/dao/pom.xml;maven
poms/AbsaOSS__enceladus__2__pom.xml;AbsaOSS/enceladus;/data-model/pom.xml;maven
poms/AbsaOSS__enceladus__3__pom.xml;AbsaOSS/enceladus;/examples/pom.xml;maven
poms/AbsaOSS__enceladus__4__pom.xml;AbsaOSS/enceladus;/menas/pom.xml;maven
poms/AbsaOSS__enceladus__5__pom.xml;AbsaOSS/enceladus;/migrations-cli/pom.xml;maven
poms/AbsaOSS__enceladus__6__pom.xml;AbsaOSS/enceladus;/migrations/pom.xml;maven
poms/AbsaOSS__enceladus__7__pom.xml;AbsaOSS/enceladus;/plugins-api/pom.xml;maven
poms/AbsaOSS__enceladus__8__pom.xml;AbsaOSS/enceladus;/plugins-builtin/pom.xml;maven
poms/AbsaOSS__enceladus__9__pom.xml;AbsaOSS/enceladus;/spark-jobs/pom.xml;maven
poms/AbsaOSS__enceladus__10__pom.xml;AbsaOSS/enceladus;/utils/pom.xml;maven
poms/AbsaOSS__hyperdrive-trigger__0__pom.xml;AbsaOSS/hyperdrive-trigger;/pom.xml;maven
poms/abstracta__dm3270__0__pom.xml;abstracta/dm3270;/pom.xml;maven
poms/abstracta__wiresham__0__pom.xml;abstracta/wiresham;/pom.xml;maven
poms/abstracta__xtn5250__0__pom.xml;abstracta/xtn5250;/pom.xml;maven
poms/Acidmanic__command-line-base__0__pom.xml;Acidmanic/command-line-base;/pom.xml;maven
poms/Acidmanic__lightweight-logger__0__pom.xml;Acidmanic/lightweight-logger;/pom.xml;maven
poms/Acidmanic__my-oc-container__0__pom.xml;Acidmanic/my-oc-container;/pom.xml;maven
poms/Aconex__scrutineer__0__pom.xml;Aconex/scrutineer;/pom.xml;maven
poms/Actelion__openchemlib__0__pom.xml;Actelion/openchemlib;/pom.xml;maven
poms/activej__activej__0__pom.xml;activej/activej;/pom.xml;maven
poms/activej__activej__1__pom.xml;activej/activej;/archetypes/pom.xml;maven
poms/activej__activej__2__pom.xml;activej/activej;/archetypes/http/pom.xml;maven
poms/activej__activej__3__pom.xml;activej/activej;/archetypes/rpc/pom.xml;maven
poms/activej__activej__4__pom.xml;activej/activej;/boot/pom.xml;maven
poms/activej__activej__5__pom.xml;activej/activej;/boot-servicegraph/pom.xml;maven
poms/activej__activej__6__pom.xml;activej/activej;/boot-workers/pom.xml;maven
poms/activej__activej__7__pom.xml;activej/activej;/boot-config/pom.xml;maven
poms/activej__activej__8__pom.xml;activej/activej;/boot-triggers/pom.xml;maven
poms/activej__activej__9__pom.xml;activej/activej;/boot-jmx/pom.xml;maven
poms/activej__activej__10__pom.xml;activej/activej;/boot-jmx-api/pom.xml;maven
poms/activej__activej__11__pom.xml;activej/activej;/boot-jmx-stats/pom.xml;maven
poms/activej__activej__12__pom.xml;activej/activej;/core-eventloop/pom.xml;maven
poms/activej__activej__13__pom.xml;activej/activej;/core-bytebuf/pom.xml;maven
poms/activej__activej__14__pom.xml;activej/activej;/core-codegen/pom.xml;maven
poms/activej__activej__15__pom.xml;activej/activej;/core-serializer/pom.xml;maven
poms/activej__activej__16__pom.xml;activej/activej;/core-specializer/pom.xml;maven
poms/activej__activej__17__pom.xml;activej/activej;/core-promise/pom.xml;maven
poms/activej__activej__18__pom.xml;activej/activej;/core-csp/pom.xml;maven
poms/activej__activej__19__pom.xml;activej/activej;/core-net/pom.xml;maven
poms/activej__activej__20__pom.xml;activej/activej;/core-datastream/pom.xml;maven
poms/activej__activej__21__pom.xml;activej/activej;/core-http/pom.xml;maven
poms/activej__activej__22__pom.xml;activej/activej;/core-inject/pom.xml;maven
poms/activej__activej__23__pom.xml;activej/activej;/cloud-rpc/pom.xml;maven
poms/activej__activej__24__pom.xml;activej/activej;/cloud-fs/pom.xml;maven
poms/activej__activej__25__pom.xml;activej/activej;/launcher/pom.xml;maven
poms/activej__activej__26__pom.xml;activej/activej;/launchers/pom.xml;maven
poms/activej__activej__27__pom.xml;activej/activej;/launchers/common/pom.xml;maven
poms/activej__activej__28__pom.xml;activej/activej;/launchers/crdt/pom.xml;maven
poms/activej__activej__29__pom.xml;activej/activej;/launchers/dataflow/pom.xml;maven
poms/activej__activej__30__pom.xml;activej/activej;/launchers/http/pom.xml;maven
poms/activej__activej__31__pom.xml;activej/activej;/launchers/fs/pom.xml;maven
poms/activej__activej__32__pom.xml;activej/activej;/launchers/rpc/pom.xml;maven
poms/activej__activej__33__pom.xml;activej/activej;/util-codec/pom.xml;maven
poms/activej__activej__34__pom.xml;activej/activej;/util-common/pom.xml;maven
poms/activej__activej__35__pom.xml;activej/activej;/util-state/pom.xml;maven
poms/activej__activej__36__pom.xml;activej/activej;/test/pom.xml;maven
poms/activej__activej__37__pom.xml;activej/activej;/extra/cloud-dataflow/pom.xml;maven
poms/activej__activej__38__pom.xml;activej/activej;/extra/cloud-crdt/pom.xml;maven
poms/activej__activej__39__pom.xml;activej/activej;/extra/cloud-etl/pom.xml;maven
poms/activej__activej__40__pom.xml;activej/activej;/extra/cloud-lsmt-aggregation/pom.xml;maven
poms/activej__activej__41__pom.xml;activej/activej;/extra/cloud-lsmt-cube/pom.xml;maven
poms/activej__activej__42__pom.xml;activej/activej;/extra/cloud-memcache/pom.xml;maven
poms/activej__activej__43__pom.xml;activej/activej;/extra/cloud-multilog/pom.xml;maven
poms/activej__activej__44__pom.xml;activej/activej;/extra/cloud-ot/pom.xml;maven
poms/activej__activej__45__pom.xml;activej/activej;/extra/cloud-redis/pom.xml;maven
poms/activej__activej__46__pom.xml;activej/activej;/extra/uikernel/pom.xml;maven
poms/activej__activej__47__pom.xml;activej/activej;/benchmarks/pom.xml;maven
poms/activej__activej__48__pom.xml;activej/activej;/benchmarks/bytebuf/pom.xml;maven
poms/activej__activej__49__pom.xml;activej/activej;/benchmarks/csp/pom.xml;maven
poms/activej__activej__50__pom.xml;activej/activej;/benchmarks/datastream/pom.xml;maven
poms/activej__activej__51__pom.xml;activej/activej;/benchmarks/inject/pom.xml;maven
poms/activej__activej__52__pom.xml;activej/activej;/benchmarks/http/pom.xml;maven
poms/activej__activej__53__pom.xml;activej/activej;/benchmarks/net/pom.xml;maven
poms/activej__activej__54__pom.xml;activej/activej;/benchmarks/promise/pom.xml;maven
poms/activej__activej__55__pom.xml;activej/activej;/benchmarks/redis/pom.xml;maven
poms/activej__activej__56__pom.xml;activej/activej;/benchmarks/rpc/pom.xml;maven
poms/activej__activej__57__pom.xml;activej/activej;/benchmarks/serializer/pom.xml;maven
poms/activej__activej__58__pom.xml;activej/activej;/benchmarks/specializer/pom.xml;maven
poms/activej__activej__59__pom.xml;activej/activej;/examples/pom.xml;maven
poms/activej__activej__60__pom.xml;activej/activej;/examples/tutorials/getting-started/pom.xml;maven
poms/activej__activej__61__pom.xml;activej/activej;/examples/tutorials/template-engine/pom.xml;maven
poms/activej__activej__62__pom.xml;activej/activej;/examples/tutorials/decoder/pom.xml;maven
poms/activej__activej__63__pom.xml;activej/activej;/examples/tutorials/auth/pom.xml;maven
poms/activej__activej__64__pom.xml;activej/activej;/examples/tutorials/react-integration/pom.xml;maven
poms/activej__activej__65__pom.xml;activej/activej;/examples/tutorials/react-integration-2/pom.xml;maven
poms/activej__activej__66__pom.xml;activej/activej;/examples/tutorials/uikernel-integration/pom.xml;maven
poms/activej__activej__67__pom.xml;activej/activej;/examples/tutorials/rpc-kv-storage/pom.xml;maven
poms/activej__activej__68__pom.xml;activej/activej;/examples/core/codegen/pom.xml;maven
poms/activej__activej__69__pom.xml;activej/activej;/examples/core/bytebuf/pom.xml;maven
poms/activej__activej__70__pom.xml;activej/activej;/examples/core/codec/pom.xml;maven
poms/activej__activej__71__pom.xml;activej/activej;/examples/core/csp/pom.xml;maven
poms/activej__activej__72__pom.xml;activej/activej;/examples/core/boot/pom.xml;maven
poms/activej__activej__73__pom.xml;activej/activej;/examples/core/serializer/pom.xml;maven
poms/activej__activej__74__pom.xml;activej/activej;/examples/core/net/pom.xml;maven
poms/activej__activej__75__pom.xml;activej/activej;/examples/core/datastream/pom.xml;maven
poms/activej__activej__76__pom.xml;activej/activej;/examples/core/promise/pom.xml;maven
poms/activej__activej__77__pom.xml;activej/activej;/examples/core/http/pom.xml;maven
poms/activej__activej__78__pom.xml;activej/activej;/examples/core/eventloop/pom.xml;maven
poms/activej__activej__79__pom.xml;activej/activej;/examples/core/inject/pom.xml;maven
poms/activej__activej__80__pom.xml;activej/activej;/examples/core/inject-2/pom.xml;maven
poms/activej__activej__81__pom.xml;activej/activej;/examples/core/specializer/pom.xml;maven
poms/activej__activej__82__pom.xml;activej/activej;/examples/core/dataflow/pom.xml;maven
poms/activej__activej__83__pom.xml;activej/activej;/examples/core/sql/pom.xml;maven
poms/activej__activej__84__pom.xml;activej/activej;/examples/cloud/fs/pom.xml;maven
poms/activej__activej__85__pom.xml;activej/activej;/examples/cloud/rpc/pom.xml;maven
poms/activej__activej__86__pom.xml;activej/activej;/examples/cloud/crdt/pom.xml;maven
poms/activej__activej__87__pom.xml;activej/activej;/examples/cloud/redis/pom.xml;maven
poms/Acxiom__metalus__0__pom.xml;Acxiom/metalus;/pom.xml;maven
poms/Acxiom__metalus__1__pom.xml;Acxiom/metalus;/metalus-application/pom.xml;maven
poms/Acxiom__metalus__2__pom.xml;Acxiom/metalus;/metalus-aws/pom.xml;maven
poms/Acxiom__metalus__3__pom.xml;Acxiom/metalus;/metalus-core/pom.xml;maven
poms/Acxiom__metalus__4__pom.xml;Acxiom/metalus;/metalus-common/pom.xml;maven
poms/Acxiom__metalus__5__pom.xml;Acxiom/metalus;/metalus-examples/pom.xml;maven
poms/Acxiom__metalus__6__pom.xml;Acxiom/metalus;/metalus-gcp/pom.xml;maven
poms/Acxiom__metalus__7__pom.xml;Acxiom/metalus;/metalus-kafka/pom.xml;maven
poms/Acxiom__metalus__8__pom.xml;Acxiom/metalus;/metalus-mongo/pom.xml;maven
poms/Acxiom__metalus__9__pom.xml;Acxiom/metalus;/metalus-utils/pom.xml;maven
poms/Acxiom__metalus__10__pom.xml;Acxiom/metalus;/metalus-delta/pom.xml;maven
poms/adamcin__oakpal__0__pom.xml;adamcin/oakpal;/pom.xml;maven
poms/adamcin__oakpal__1__pom.xml;adamcin/oakpal;/api/pom.xml;maven
poms/adamcin__oakpal__2__pom.xml;adamcin/oakpal;/core/pom.xml;maven
poms/adamcin__oakpal__3__pom.xml;adamcin/oakpal;/cli/pom.xml;maven
poms/adamcin__oakpal__4__pom.xml;adamcin/oakpal;/webster/pom.xml;maven
poms/adamcin__oakpal__5__pom.xml;adamcin/oakpal;/maven/pom.xml;maven
poms/adamcin__oakpal__6__pom.xml;adamcin/oakpal;/testing/pom.xml;maven
poms/adamcin__oakpal__7__pom.xml;adamcin/oakpal;/calipers/pom.xml;maven
poms/adamcin__oakpal__8__pom.xml;adamcin/oakpal;/calipers/ui.apps.structure/pom.xml;maven
poms/adamcin__oakpal__9__pom.xml;adamcin/oakpal;/calipers/ui.apps/pom.xml;maven
poms/adamcin__oakpal__10__pom.xml;adamcin/oakpal;/calipers/ui.apps.author/pom.xml;maven
poms/adamcin__oakpal__11__pom.xml;adamcin/oakpal;/calipers/ui.apps.publish/pom.xml;maven
